Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
8316	-61.00898	-125.3712	64.3622	0.00908052	0.0030744	0.00383354	0.00638091	0.00880735	0.0113582	0.00943563	0.00318481	0.00335008	0.00682494	0.00387294	0.00361646	0.00748615	0.0256084	0.00398129	0.00747666	0.0179745	0.00316727	0.000726633	0.0129316	0.00206263	0.00332214	0.00246579	0.000691875	0.00847433	0.00494034	0.00143047	0.00221759	0.00577135	0.00979339	0.00174302	0.00460725	0.0108728	0.0176279	0.00499886	0.0134402	0.0042591	0.0217101	0.0183675	0.000401194	0.00196166	0.0106302	0.0205027	0.0171306	0.000935782	0.00576724	0.00278822	0.8719457	1.128054	0.27014	0.528183	0.819434	1.22035	1.89328	3.70178	0.9463622	1.293721	0.0258641	0.00875683	0.0109191	0.0181747	0.025086	0.0323517	0.0268755	0.00907131	0.00954203	0.0194395	0.0110313	0.0103008	0.0213228	0.0729404	0.0113399	0.0212958	0.0511968	0.00902134	0.00206967	0.0368332	0.00587499	0.00946246	0.00702331	0.00197067	0.0241374	0.0140716	0.00407442	0.00631636	0.0164385	0.0278945	0.00496466	0.0131228	0.030969	0.0502094	0.0142382	0.0382816	0.0121312	0.061837	0.0523162	0.00114272	0.00558741	0.030278	0.0583978	0.048793	0.00266539	0.0164268	0.0079417	0.7769	0.2231	0.7768996	0.3510866
8352	-52.96348	-118.9628	65.99935	0.0189721	0.0105238	0.00168986	0.0209069	0.043656	0.00457119	0.0146826	0.00639559	0.0129871	0.0195262	0.00800062	0.0284056	0.00599658	0.00329872	0.000736636	0.000638541	0.0109636	0.00065466	0.00197502	0.00681175	0.00807392	0.0103439	0.00071385	0.00810893	0.0266315	0.0143364	0.00158334	0.0119756	0.01733	0.0272923	0.0273908	0.00827469	0.0433202	0.0252894	0.00981057	0.0122393	0.00673188	0.00592886	0.0597076	0.00690735	0.00107489	0.0107868	0.00114713	0.005152	0.0124949	0.00291307	0.0324235	1.273743	0.7262568	0.837202	0.916989	0.973326	1.02741	1.09053	1.19446	0.1284823	0.5701753	0.0306311	0.0169909	0.00272833	0.0337548	0.0704838	0.00738032	0.0237055	0.0103259	0.0209681	0.0315257	0.0129172	0.0458617	0.00968165	0.00532587	0.00118932	0.00103094	0.017701	0.00105697	0.00318873	0.0109978	0.0130356	0.0167005	0.00115253	0.0130921	0.0429973	0.0231464	0.00255634	0.0193349	0.0279797	0.0440642	0.0442233	0.0133597	0.0699418	0.0408304	0.0158394	0.0197607	0.0108688	0.00957231	0.0963997	0.0111521	0.00173545	0.0174156	0.00185207	0.00831804	0.0201733	0.00470323	0.0523487	0.870169	0.129831	0.8701694	0.6193759
8388	-55.54284	-122.1367	66.59385	0.0117524	0.0183124	0.00658302	0.00129405	0.000985325	0.0149202	0.0162557	0.00572127	0.0073718	0.00738326	0.00153617	0.0173127	0.00401722	0.00182577	0.0140962	0.00549846	0.0104998	0.00485415	0.00157024	0.00194904	0.0195161	0.00280541	8.80681e-05	0.00135027	0.00130169	0.00918903	0.0213855	0.00447629	0.00213264	0.00358136	0.0441803	0.00621479	0.0262067	0.0295603	0.00673898	0.00630338	0.0172236	0.00246694	0.0102271	0.00796029	0.00669309	0.00905074	0.00158297	0.0016602	0.0122447	0.00146021	0.0017272	1.650332	0.349668	0.689295	0.834046	0.944958	1.05825	1.19898	1.45076	0.2690436	0.2118774	0.0285901	0.0445484	0.0160145	0.00314802	0.00239699	0.0362963	0.0395451	0.0139181	0.0179333	0.0179612	0.00373702	0.0421166	0.00977265	0.00444154	0.0342917	0.0133761	0.0255428	0.0118087	0.00381991	0.00474141	0.0474767	0.00682471	0.000214243	0.00328479	0.00316662	0.0223541	0.0520245	0.0108894	0.00518805	0.00871235	0.107477	0.0151187	0.0637528	0.0719111	0.0163939	0.0153342	0.0418997	0.00600131	0.0248795	0.0193649	0.0162822	0.0220177	0.00385087	0.00403876	0.0297875	0.00355224	0.00420175	0.394208	0.605792	0.3942083	0.4110671
8424	-67.27337	-131.6932	64.41987	0.00965707	0.00339948	0.0142872	0.000533781	0.0057859	0.0143328	0.0135892	0.0153743	0.0144678	0.00129619	0.00219894	0.00824109	0.000614642	0.00300763	0.00215224	0.00806605	0.0150228	0.000939982	0.0019434	0.0023232	0.00125027	0.00458379	0.0146214	0.00737348	0.00984918	0.00161204	0.00170678	0.00672423	0.00275834	0.00434671	0.00749543	0.00140856	0.0102394	0.028213	0.00512104	0.00234199	0.0190261	0.00498639	0.0215161	0.00243329	0.00502943	0.00229178	0.0115531	0.0133311	0.00916298	0.00228844	0.00437245	0.8775421	1.122458	0.290618	0.547345	0.828595	1.20686	1.827	3.44094	0.8935294	1.279093	0.0281654	0.00991477	0.0416694	0.0015568	0.0168749	0.0418023	0.0396337	0.0448401	0.0421961	0.00378042	0.00641331	0.0240356	0.00179264	0.00877192	0.00627713	0.0235251	0.0438149	0.00274151	0.00566801	0.00677573	0.00364648	0.0133689	0.0426441	0.0215051	0.0287257	0.0047016	0.00497792	0.0196116	0.00804484	0.0126774	0.0218608	0.00410815	0.0298639	0.0822848	0.0149358	0.00683053	0.0554905	0.0145431	0.0627527	0.00709681	0.0146686	0.00668409	0.0336953	0.0388808	0.0267243	0.00667435	0.0127525	0.691245	0.308755	0.6912453	0.3428706
8460	-64.58907	-129.354	64.76496	0.0720828	0.0324154	0.0370092	0.0119434	0.0107672	0.0180685	0.0960314	0.0107354	0.0118097	0.00865695	0.0144044	0.142953	0.03068	0.0190967	0.0178889	0.0121522	0.00676111	0.00136787	0.0117989	0.00197546	0.00748342	0.0193212	0.0543159	0.038357	0.0185206	0.0377797	0.00102102	0.0281399	0.0616984	0.0113739	0.0242823	0.0403541	0.00994614	0.0297933	0.010454	0.000799492	0.0411546	0.000957237	0.0179105	0.0484268	0.0435749	0.0291259	0.0061242	0.0315116	0.00591613	0.0201655	0.000858117	0.9216986	1.078301	0.789049	0.890876	0.964593	1.03671	1.12249	1.26735	0.1713141	1.169907	0.0596729	0.0268348	0.0306377	0.0098872	0.00891354	0.0149578	0.0794986	0.00888721	0.00977657	0.00716656	0.0119245	0.118342	0.0253981	0.015809	0.0148091	0.01006	0.00559711	0.00113237	0.00976762	0.00163536	0.00619507	0.0159948	0.0449648	0.0317534	0.0153321	0.0312755	0.000845239	0.0232953	0.0510763	0.00941574	0.0201018	0.0334067	0.0082338	0.0246641	0.00865423	0.00066185	0.0340694	0.000792438	0.014827	0.0400896	0.036073	0.0241116	0.00506985	0.0260865	0.00489761	0.0166938	0.000710383	0.793357	0.206643	0.7933573	1.207964
8496	-59.78342	-124.8998	65.11634	0.0450438	0.00886924	0.00767654	0.0213593	0.0147574	0.0691726	0.0169524	0.0163973	0.00635417	0.00938583	0.000791603	0.0559634	0.00706987	0.0110569	0.00445801	0.00372609	0.012781	0.0040398	0.00410041	0.0059972	0.00634067	0.0111745	0.0313195	0.00643878	0.0119025	0.00957307	0.00331594	0.00635204	0.0351052	0.00608966	0.00303145	0.0246724	0.016721	0.013078	0.00399635	0.0112541	0.00434025	0.00283192	0.00575562	0.00720154	0.040654	0.0149205	0.0105861	0.000484018	0.0245305	0.0283518	0.0221155	0.9935936	1.006406	0.541097	0.74117	0.910787	1.09795	1.34922	1.8481	0.4440776	1.012895	0.0654621	0.0128897	0.0111563	0.0310415	0.0214469	0.100528	0.0246369	0.0238301	0.00923451	0.0136404	0.00115044	0.0813315	0.0102746	0.016069	0.00647882	0.00541511	0.0185746	0.00587104	0.00595912	0.00871573	0.00921489	0.0162399	0.0455166	0.00935747	0.0172979	0.0139125	0.00481905	0.00923142	0.0510184	0.00885009	0.0044056	0.0358563	0.0243006	0.0190063	0.0058079	0.0163556	0.00630768	0.00411563	0.00836463	0.010466	0.0590824	0.0216839	0.0153848	0.000703422	0.0356502	0.0412036	0.0321404	0.455246	0.544754	0.4552465	0.6880899
8532	-66.74445	-132.7972	66.05278	0.0213034	0.00876593	0.0029241	0.00321923	0.00368921	0.0207077	0.0164811	0.00839675	0.0122538	0.00528801	0.00350261	0.0163198	0.00879089	0.00333233	0.00236466	0.023567	0.00359749	0.0416768	0.0170187	0.00316153	0.0145293	0.0161429	0.0210573	0.00102668	0.00416846	0.00645535	0.00464595	0.014413	0.0433115	0.0135691	0.000348673	0.0122665	0.00610989	0.00906268	0.0101578	0.00172401	0.00525093	0.0101348	0.0012315	0.0118765	0.0103668	0.0147097	0.00455144	0.00350156	0.00357777	3.47175e-05	0.00760238	1.547481	0.4525187	0.426037	0.6596	0.878251	1.13863	1.51607	2.34721	0.6169437	0.2924227	0.0445502	0.0183315	0.00611496	0.00673213	0.00771497	0.0433044	0.0344657	0.0175595	0.0256255	0.0110584	0.00732474	0.0341284	0.0183837	0.00696866	0.00494504	0.049284	0.00752317	0.0871556	0.03559	0.00661148	0.0303841	0.0337585	0.0440357	0.00214703	0.00871719	0.0134996	0.00971574	0.0301409	0.0905743	0.028376	0.000729154	0.025652	0.0127772	0.0189521	0.0212422	0.0036053	0.0109809	0.0211941	0.00257535	0.0248364	0.0216793	0.0307613	0.00951809	0.00732255	0.00748192	7.26022e-05	0.0158983	0.579499	0.420501	0.5794991	0.4781883
8568	-51.69959	-116.9829	65.28331	0.0478628	0.00432504	0.00205003	0.00125955	0.00422723	0.0164787	0.00561536	0.00584339	0.00359945	0.003986	0.00480108	0.00259684	0.00558008	0.00471576	0.00232579	0.0239212	0.0137967	0.0193428	0.00406491	0.0105597	0.0157641	0.00610125	0.00168016	0.014955	0.000520174	0.0290638	0.00236078	0.00857961	0.0207339	0.00926736	6.13982e-05	0.00706003	0.00938308	0.0118585	0.00979862	0.00665259	0.00424155	0.0209292	0.0082121	0.00488681	0.0194133	0.0164049	0.011631	0.00588982	0.00921943	0.00640329	0.00925178	1.188113	0.811887	0.376887	0.621323	0.862023	1.16006	1.60947	2.65331	0.7055774	0.6833415	0.104669	0.00945826	0.00448314	0.00275446	0.00924437	0.0360366	0.01228	0.0127787	0.0078715	0.00871684	0.0104993	0.00567893	0.0122029	0.0103127	0.00508619	0.0523124	0.0301715	0.0423002	0.0088894	0.0230926	0.0344739	0.0133426	0.00367428	0.0327045	0.00113755	0.0635585	0.0051627	0.0187624	0.0453423	0.0202664	0.000134269	0.0154393	0.0205195	0.0259329	0.0214282	0.0145483	0.0092757	0.0457692	0.0179587	0.0106868	0.0424542	0.0358752	0.0254355	0.0128802	0.0201616	0.0140031	0.0202324	0.725172	0.274828	0.7251716	0.457276
8604	-65.55656	-131.8063	66.24975	0.0103895	0.0210222	0.00769334	0.0115744	0.0469186	0.0359012	0.00818074	0.00634989	0.0237663	0.0120584	0.0219265	0.0207972	0.00581429	0.00140915	0.00198609	0.0120427	0.0154204	0.00478211	0.00761271	0.010839	0.0330899	0.00836073	0.000847971	0.00158931	0.00036564	0.00201506	0.00397955	0.0203249	0.0208449	0.00430899	0.00186378	0.0023942	0.0175804	0.0256205	0.0197769	0.0265926	0.00589311	0.0461943	0.00654146	0.0176958	0.0121002	0.00441578	0.00638687	0.0124998	0.0107005	0.006332	0.0413624	1.50594	0.4940602	0.657005	0.814757	0.938085	1.066	1.22736	1.52206	0.3037345	0.3280744	0.0160787	0.0325339	0.0119062	0.0179125	0.0726112	0.0555606	0.0126605	0.00982709	0.0367808	0.0186616	0.0339335	0.0321858	0.00899818	0.00218081	0.00307367	0.0186372	0.0238646	0.00740079	0.0117814	0.0167744	0.0512099	0.0129391	0.00131232	0.00245961	0.000565863	0.0031185	0.00615874	0.0314548	0.0322595	0.0066686	0.00288439	0.00370526	0.0272075	0.0396502	0.0306067	0.0411546	0.00912018	0.0714903	0.0101236	0.0273861	0.0187262	0.00683385	0.00988432	0.0193446	0.01656	0.0097994	0.0640124	0.731685	0.268315	0.7316849	0.6461622
8640	-63.28277	-127.1511	63.86828	0.0124309	0.00253327	0.00601444	0.000655973	0.00359963	0.0104188	0.00410121	0.00492395	0.00400773	0.000287584	0.00748409	0.00314124	0.0039044	0.000112972	0.000390741	0.00559137	0.00678923	0.000368831	0.00628204	0.00370949	0.00840208	0.00212763	0.00315691	0.00251383	0.0002873	0.00881896	0.00125311	0.000832123	0.0145408	0.0255104	0.00182835	0.00208687	0.00122547	0.00496649	0.00797673	0.0024825	0.000771856	0.0299604	0.00642575	0.0014633	0.00139996	0.0123528	0.00711137	0.000706335	0.00253091	0.0156397	0.0120121	1.212172	0.7878279	0.062491	0.258653	0.655811	1.52483	3.86619	16.0023	2.004877	0.6499307	0.0468856	0.00955478	0.0226847	0.00247414	0.0135767	0.0392967	0.0154686	0.0185717	0.015116	0.00108468	0.0282278	0.0118478	0.0147263	0.000426098	0.00147376	0.021089	0.025607	0.00139112	0.023694	0.0139911	0.0316902	0.00802479	0.0119069	0.00948144	0.00108361	0.0332625	0.00472636	0.00313853	0.0548435	0.0962179	0.00689601	0.00787105	0.00462213	0.0187321	0.0300859	0.00936326	0.00291121	0.113002	0.0242361	0.00551916	0.00528023	0.0465911	0.026822	0.00266409	0.00954587	0.0589883	0.045306	0.686158	0.313842	0.6861578	0.2651318
8676	-71.1872	-134.6374	63.45019	0.00765238	0.0241673	0.00274361	0.00946801	0.00802853	0.0174842	0.0445419	0.00374148	0.014231	0.00620415	0.00801577	0.0124805	0.011022	0.0016569	0.00604208	0.00705809	0.00921741	0.00126868	0.0213082	0.0369156	0.01246	0.000356025	0.0119856	0.0131312	0.00602808	0.000650478	0.00777385	0.0104256	0.0371518	0.0172552	0.019851	0.00523535	0.00897227	0.0219477	0.0534287	0.00276386	0.00151776	0.00676458	0.00232384	0.000521605	0.00600351	0.00855817	0.00401921	0.0160747	0.00815138	0.0142408	0.0241648	0.5053984	1.494602	0.273105	0.531003	0.820796	1.21833	1.88323	3.66159	0.9384698	2.957274	0.0133084	0.0420298	0.00477146	0.016466	0.0139625	0.0304071	0.0774635	0.00650688	0.0247493	0.0107897	0.0139404	0.0217051	0.0191685	0.00288154	0.0105079	0.0122748	0.0160302	0.00220638	0.0370574	0.0642004	0.0216694	0.000619169	0.0208443	0.0228367	0.0104835	0.00113126	0.0135196	0.0181313	0.0646113	0.0300087	0.0345233	0.00910488	0.0156038	0.0381696	0.0929187	0.00480668	0.00263957	0.0117644	0.00404143	0.000907132	0.0104408	0.0148837	0.00698987	0.0279557	0.0141762	0.0247663	0.0420254	0.631524	0.368476	0.6315245	0.5750047
8712	-60.42378	-125.7578	65.33399	0.0681678	0.0169885	0.0535897	0.00066541	0.0125751	0.0174591	0.0406362	0.0461826	0.00296508	0.0029222	0.0134502	0.0203865	0.0161102	0.00368037	0.0298526	0.00681301	0.0533669	0.00394422	0.00558156	0.00571624	0.00288722	0.000304478	0.0155435	0.0028789	0.0206968	0.00917455	0.014078	0.00133975	0.0286838	0.00409104	0.0429015	0.00101389	0.0199387	0.039045	0.0299826	0.000840807	0.00146143	0.00993956	0.00489949	0.0060333	0.0181675	0.0237744	0.0042672	0.0104033	0.0230618	0.0165081	0.027852	1.125006	0.874994	0.568031	0.758938	0.917543	1.08987	1.31763	1.76047	0.408953	0.7777684	0.0851222	0.0212139	0.0669183	0.000830908	0.0157028	0.0218014	0.0507431	0.057669	0.00370255	0.003649	0.0167954	0.025457	0.0201171	0.00459574	0.0372774	0.00850753	0.0666402	0.00492522	0.00696979	0.00713797	0.00360533	0.000380206	0.0194094	0.00359493	0.0258444	0.0114564	0.0175794	0.00167297	0.035818	0.00510855	0.0535718	0.00126606	0.0248978	0.0487562	0.0374397	0.00104993	0.00182492	0.0124117	0.00611808	0.00753389	0.022686	0.0296875	0.00532852	0.0129908	0.0287977	0.0206139	0.0347793	0.815877	0.184123	0.8158767	0.8008219
8748	-65.67902	-130.3365	64.65747	0.0596489	0.00564087	0.0132367	0.00018442	0.0097455	0.0068505	0.0135657	0.00131907	0.00109371	0.0104627	0.0118699	0.0010227	0.0264464	0.0063186	0.0114075	0.00909181	0.00976705	0.0203964	0.0023443	0.000341097	0.0328602	0.0178872	0.0108692	0.000550073	0.0272966	0.0190478	0.0149448	0.0310431	0.0187238	0.00629568	0.0282016	3.5283e-05	0.0294989	0.0473568	0.0180499	0.00617585	0.00422824	0.00458825	0.00864311	0.0113437	0.0079343	0.00758994	0.000806937	0.0145147	0.0154581	0.0298461	0.00537372	0.8633625	1.136638	0.404137	0.64284	0.871228	1.14781	1.5556	2.47441	0.6551022	1.316524	0.0932134	0.008815	0.020685	0.000288193	0.0152293	0.0107053	0.0211991	0.00206131	0.00170914	0.0163501	0.0185491	0.00159817	0.0413279	0.00987409	0.0178265	0.0142078	0.015263	0.0318735	0.00366344	0.000533032	0.0513507	0.0279523	0.0169854	0.000859599	0.0426564	0.029766	0.0233543	0.048511	0.0292598	0.00983827	0.0440706	5.51368e-05	0.046098	0.0740045	0.0282065	0.00965101	0.00660748	0.00717006	0.0135066	0.0177268	0.0123989	0.0118608	0.001261	0.0226821	0.0241563	0.0466406	0.00839751	0.661752	0.338248	0.6617517	0.6399176
8784	-57.44231	-123.3723	65.92995	0.0396397	0.0187763	0.00528821	0.0148903	0.0070668	0.00166915	0.0697762	0.0069774	0.000555344	0.00254261	0.0260286	0.0117645	0.0294856	0.00471077	0.0159772	0.00392073	0.0119779	0.0013974	0.010755	0.000364278	0.00687828	0.00340507	0.00411197	0.00334846	0.000988001	0.0190121	0.0190113	0.0132987	0.023206	0.00310377	0.0267267	6.15004e-05	0.00823265	0.0447169	0.00718442	0.00034008	0.0257548	0.011697	0.00266877	0.0205871	0.00084912	0.00654046	0.00546132	0.0115297	0.00126549	0.0345206	0.00433552	1.504668	0.4953315	0.411681	0.648665	0.873683	1.14458	1.54163	2.42906	0.6417275	0.3291964	0.0669138	0.0316953	0.00892677	0.0251356	0.0119291	0.0028176	0.117786	0.0117782	0.000937449	0.00429206	0.0439376	0.019859	0.0497731	0.00795201	0.0269704	0.00661839	0.0202192	0.00235887	0.018155	0.000614919	0.0116109	0.00574793	0.00694121	0.00565236	0.00166779	0.0320933	0.0320919	0.0224489	0.039173	0.00523931	0.045116	0.000103816	0.0138971	0.0754843	0.0121277	0.000574072	0.0434753	0.0197451	0.00450502	0.034752	0.00143336	0.0110406	0.00921898	0.0194627	0.00213621	0.0582725	0.00731857	0.302728	0.697272	0.3027277	0.5923996
8820	-65.49635	-131.3852	65.88887	0.0525194	0.0114808	0.0308832	0.018164	0.025564	0.0203379	0.060349	0.079397	0.00523263	0.013117	0.00333697	0.015117	0.0159767	0.0173081	0.0144598	0.019678	0.0193535	0.0215145	0.0131783	0.00680092	0.00573157	0.00256896	0.0312422	0.0172017	0.00705964	0.0712995	0.00741822	0.01647	0.0376914	0.026129	0.0375343	0.00990499	0.067987	0.065989	0.025791	0.00541895	0.0364389	0.0148199	0.0101851	0.0231795	0.0417284	0.0218241	0.0099811	0.0459042	0.000636146	0.0340829	0.0111794	1.4457	0.5543003	0.848401	0.922951	0.975296	1.02533	1.08348	1.17869	0.118874	0.3834131	0.0457021	0.00999056	0.0268745	0.0158062	0.0222457	0.017698	0.0525155	0.069091	0.00455341	0.0114143	0.00290382	0.0131548	0.0139029	0.0150614	0.0125829	0.0171237	0.0168413	0.0187218	0.0114677	0.00591814	0.00498759	0.0022355	0.0271869	0.0149689	0.00614327	0.0620446	0.00645531	0.0143321	0.0327989	0.0227374	0.0326622	0.00861929	0.0591621	0.0574234	0.0224432	0.00471555	0.031709	0.0128962	0.00886301	0.0201707	0.0363119	0.0189913	0.00868552	0.0399457	0.000553572	0.0296588	0.00972828	0.832359	0.167641	0.8323594	1.149166
8856	-59.50703	-125.9386	66.43153	0.0317994	0.00421036	0.0118472	0.00308129	0.0049495	0.0469158	0.0512801	0.00316137	0.00131003	0.0332654	0.00347396	0.0116029	0.00685087	0.017498	0.000548938	0.00722814	0.0169815	0.0165546	0.0147945	0.00167376	0.00428304	0.00324184	0.013695	0.0185681	0.00138805	0.00223123	0.0042181	0.0129478	0.0116344	0.0176886	0.00243409	0.00460282	0.00513801	0.0334706	0.00118979	0.00835471	0.0118868	0.0241246	0.000320163	0.0295253	0.0249275	0.00929208	0.0052865	0.0287086	0.00143032	0.0419964	0.0140347	1.453474	0.5465263	0.959335	0.979957	0.993703	1.00634	1.02045	1.04239	0.03001808	0.3760139	0.0508264	0.00672961	0.018936	0.00492497	0.00791101	0.0749876	0.0819634	0.00505296	0.00209389	0.0531696	0.00555259	0.0185455	0.0109501	0.0279679	0.000877393	0.0115531	0.0271423	0.0264601	0.0236467	0.00267525	0.00684578	0.00518158	0.0218893	0.0296783	0.00221859	0.00356627	0.00674198	0.0206951	0.0185958	0.0282725	0.00389052	0.00735689	0.00821231	0.0534977	0.0019017	0.0133537	0.0189992	0.0385595	0.000511732	0.0471916	0.0398428	0.0148519	0.00844966	0.0458863	0.00228615	0.0671247	0.0224323	0.630236	0.369764	0.6302361	0.6256469
8892	-55.68532	-121.3772	65.69193	0.00972336	0.00689236	0.0166439	0.00227641	0.00505238	0.015921	0.0098656	0.0026708	0.0223688	0.00572276	0.00100656	0.0224024	0.0107048	0.0135838	0.0220502	0.00846515	0.0144775	0.0235365	0.00141775	0.0010696	0.00765856	0.00114978	0.0142933	0.000354796	0.0144984	0.0763971	0.00660594	0.00294696	0.0077395	0.0109997	0.017467	0.000521147	0.00210965	0.0480533	0.00400418	0.0275021	0.0147569	0.0148162	0.0220699	0.0324653	0.000437811	0.0197438	0.00907586	0.00511576	0.0326612	0.0246282	0.0122174	1.315645	0.6843555	0.499078	0.712518	0.899653	1.11154	1.40347	2.0037	0.5025284	0.5201675	0.0150483	0.010667	0.025759	0.00352308	0.00781931	0.0246401	0.0152685	0.00413345	0.034619	0.00885683	0.0015578	0.0346711	0.0165672	0.021023	0.034126	0.0131011	0.0224061	0.0364262	0.00219418	0.00165536	0.0118528	0.00177945	0.022121	0.000549099	0.0224384	0.118236	0.0102237	0.00456086	0.011978	0.0170237	0.0270328	0.000806552	0.003265	0.0743696	0.00619706	0.0425637	0.0228385	0.0229303	0.0341564	0.0502449	0.000677578	0.0305565	0.0140463	0.0079174	0.050548	0.0381158	0.0189083	0.770377	0.229623	0.7703768	0.6461413
8928	-51.76325	-117.9966	66.23337	0.00618457	0.00318489	0.00415895	0.0114206	0.000924914	0.00532377	0.0132355	0.00763091	0.000829684	0.00204142	0.00807351	0.00700362	0.000100826	0.00329735	0.00829757	0.00269835	0.00111712	5.66596e-05	0.00291692	0.00209454	0.00547276	0.00113204	0.000470163	5.47617e-05	0.00553847	0.0192128	0.00346017	0.000782657	0.0161423	0.00786684	0.00954361	0.00155215	0.0134325	0.0205759	0.0164262	0.00208381	0.00621315	0.00410873	0.00505237	0.00265927	0.00196832	0.00221998	0.00705434	0.00223105	0.00334247	0.0167884	0.00585809	1.653392	0.3466085	0.500182	0.713287	0.899956	1.11117	1.40196	1.99927	0.5009299	0.2096348	0.0227512	0.0117163	0.0152995	0.0420131	0.00340248	0.0195846	0.0486896	0.0280719	0.00305216	0.00750977	0.0297	0.0257642	0.00037091	0.01213	0.0305243	0.00992643	0.00410956	0.000208434	0.0107305	0.0077052	0.0201327	0.00416446	0.00172959	0.000201452	0.0203744	0.070678	0.0127289	0.00287916	0.0593828	0.0289397	0.0351081	0.0057099	0.0494141	0.0756926	0.0604271	0.00766571	0.0228563	0.0151148	0.0185862	0.00978265	0.00724085	0.00816664	0.0259508	0.00820738	0.012296	0.0617595	0.0215502	0.447275	0.552725	0.4472748	0.271835
8964	-59.05946	-123.6024	64.54298	0.0242492	0.025409	0.0084432	0.00858042	0.00152075	0.0164351	0.0253613	0.0123481	0.0231883	0.00333498	0.0741283	0.0290135	0.000330857	0.00543376	0.00728112	0.00180727	0.00949833	0.0133843	0.0339179	0.00973639	0.00549122	0.00358664	0.00495582	0.00421348	0.0117088	0.00932977	0.00531343	0.00257956	0.0031943	0.0118506	0.0472864	0.00454284	0.0393564	0.0399664	0.0224315	0.000156841	0.0544451	0.030052	0.00342371	0.0111526	0.0290281	0.00470529	0.0118162	0.0344893	0.000922915	0.0306918	0.0460668	0.620334	1.379666	0.903613	0.951771	0.984697	1.01554	1.05067	1.10667	0.07328625	2.22407	0.0300799	0.0315186	0.0104734	0.0106436	0.00188641	0.0203869	0.0314594	0.0153171	0.0287639	0.00413687	0.0919524	0.0359897	0.000410411	0.0067403	0.00903185	0.00224182	0.0117822	0.0166025	0.0420735	0.0120775	0.00681157	0.00444904	0.00614744	0.0052266	0.0145241	0.0115731	0.00659104	0.00319982	0.00396236	0.0147	0.0586564	0.00563516	0.0488196	0.0495762	0.0278251	0.000194553	0.0675364	0.0372779	0.00424693	0.0138343	0.0360079	0.00583667	0.0146574	0.0427822	0.00114483	0.0380715	0.0571435	0.904296	0.0957043	0.9042957	0.8061599
